LAMMPS (2 Aug 2023 - Development - patch_2Aug2023-219-g06e2d5d306)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (10.956 10.956 10.629)
  2 by 3 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.007 seconds
ACE version: 2022.6.27
Recursive evaluator is used
Loading Siviraman_GAP_HfO2_N3_rcut5_maxdeg10_regQR.yace
Total number of basis functions
	O: 20 (r=1) 1166 (r>1)
	Hf: 20 (r=1) 1166 (r>1)
Mapping LAMMPS atom type #1(Hf) -> ACE species type #1
Mapping LAMMPS atom type #2(O) -> ACE species type #0
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 3.5, bins = 4 4 4
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair pace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.12 | 3.121 | 3.121 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press     
   2271000   1986.0439     -1063.3464      27.468646     -1035.8777      7725.1522    
   2272000   1866.4697     -1066.2574      25.814836     -1040.4425      35959.111    
   2273000   2078.0289     -1062.9623      28.740876     -1034.2214      28779.719    
   2274000   1562.6466     -1061.4194      21.612708     -1039.8067     -1611.6495    
   2275000   1854.0453     -1061.2808      25.642996     -1035.6378      41084.86     
   2276000   2145.4959     -1063.7757      29.674001     -1034.1017     -82.372656    
   2277000   1914.9035     -1063.9416      26.484715     -1037.4569      33426.405    
   2278000   1914.9486     -1061.9387      26.48534      -1035.4533      33103.222    
   2279000   2060.506      -1064.0253      28.498519     -1035.5267      22874.812    
   2280000   1839.6977     -1060.976       25.444556     -1035.5314      48669.316    
   2281000   2009.7522     -1067.1761      27.796552     -1039.3795      22133.82     
   2282000   1861.9986     -1060.9296      25.752996     -1035.1766      20256.074    
   2283000   1868.9998     -1060.7738      25.849829     -1034.9239      46858.593    
   2284000   1869.2683     -1061.4435      25.853542     -1035.5899      15667.543    
   2285000   1856.6795     -1063.17        25.679428     -1037.4905      18976.231    
   2286000   1990.7059     -1061.8473      27.533126     -1034.3142      15857.478    
   2287000   2028.589      -1062.0051      28.057081     -1033.948       59141.91     
   2288000   1719.7469     -1061.9533      23.785537     -1038.1678      25471.339    
   2289000   2174.8819     -1063.599       30.080434     -1033.5185      49371.969    
   2290000   2009.6264     -1063.7373      27.794812     -1035.9425     -6318.1099    
   2291000   2219.0638     -1066.2478      30.691507     -1035.5563      37317.823    
   2292000   2064.9697     -1063.5468      28.560256     -1034.9865      31848.182    
   2293000   2063.4548     -1065.1717      28.539304     -1036.6324      18067.347    
   2294000   1804.0942     -1063.0845      24.95213      -1038.1324      43744.896    
   2295000   1683.1371     -1065.0313      23.279193     -1041.7521      26791.632    
   2296000   2035.8964     -1065.2297      28.158149     -1037.0715      12632.388    
   2297000   2340.9332     -1061.1607      32.377062     -1028.7836      59029.753    
   2298000   1941.6158     -1063.2527      26.854168     -1036.3986      25632.964    
   2299000   1989.6135     -1064.3995      27.518017     -1036.8815      19385.223    
   2300000   1837.5604     -1061.1315      25.414996     -1035.7165      33581.027    
   2301000   1844.0394     -1065.211       25.504606     -1039.7064      16771.255    
   2302000   2071.4646     -1064.8373      28.650087     -1036.1872      15119.405    
   2303000   1993.2769     -1065.3187      27.568686     -1037.75        15212.361    
   2304000   2110.5543     -1063.2655      29.190729     -1034.0747      25352.695    
   2305000   1989.7081     -1062.9354      27.519325     -1035.4161      28253.888    
   2306000   2035.8243     -1063.6754      28.157151     -1035.5182      31596.213    
   2307000   1966.5742     -1064.8157      27.199364     -1037.6164      29741.421    
   2308000   2033.4395     -1063.1584      28.124167     -1035.0343      24071.325    
   2309000   2138.4625     -1058.3243      29.576724     -1028.7476      66086.408    
   2310000   2016.4513     -1064.1131      27.889206     -1036.2239      14475.272    
   2311000   1952.1774     -1062.8705      27.000245     -1035.8703      14147.394    
   2312000   1984.7438     -1062.6144      27.450665     -1035.1637      9526.2807    
   2313000   1946.8777     -1061.9322      26.926946     -1035.0052      24348.89     
   2314000   1858.3939     -1063.1194      25.703141     -1037.4163      21750.949    
   2315000   1918.5421     -1064.1744      26.535041     -1037.6394      24293.938    
   2316000   2054.7508     -1064.6864      28.41892      -1036.2675      35448.949    
   2317000   2047.4772     -1065.6091      28.31832      -1037.2908      29747.109    
   2318000   2505.383      -1064.8761      34.65154      -1030.2246      27342.823    
   2319000   1662.3525     -1063.6107      22.991723     -1040.619       11359.795    
   2320000   2016.6886     -1062.5184      27.892488     -1034.6259      31788.077    
   2321000   2036.3421     -1062.8699      28.164313     -1034.7055      34641.398    
   2322000   1812.5114     -1062.6015      25.068547     -1037.533       26997.657    
   2323000   1994.9678     -1059.8245      27.592072     -1032.2324      30955.473    
   2324000   1896.8311     -1065.4241      26.234759     -1039.1893      28281.967    
   2325000   1817.9751     -1060.0497      25.144114     -1034.9056      22619.166    
   2326000   1886.5264     -1065.0368      26.092236     -1038.9446      7290.1535    
   2327000   2347.9909     -1058.3521      32.474676     -1025.8775      32159.456    
   2328000   2036.2148     -1065.2587      28.162553     -1037.0961      22672.991    
   2329000   1933.8676     -1065.1142      26.747004     -1038.3672      23797.879    
   2330000   2195.1556     -1059.8599      30.360836     -1029.4991      42238.717    
   2331000   1927.1013     -1066.2578      26.653421     -1039.6044      30996.505    
   2332000   2214.5155     -1064.3317      30.6286       -1033.7031      19681.722    
   2333000   2064.8704     -1059.8489      28.558883     -1031.29        49148.615    
   2334000   2130.3364     -1063.9445      29.464332     -1034.4801      32445.029    
   2335000   2058.9639     -1064.905       28.477191     -1036.4279      37411.412    
   2336000   2033.2773     -1063.3063      28.121925     -1035.1844      44222.406    
   2337000   1951.5625     -1062.7215      26.99174      -1035.7298      30438.757    
   2338000   1657.3734     -1062.0851      22.922859     -1039.1622      29035.856    
   2339000   2074.829      -1062.0709      28.696618     -1033.3743      13221.69     
   2340000   1809.5768     -1058.8175      25.027959     -1033.7896      47313.122    
   2341000   1931.1327     -1066.488       26.709178     -1039.7789      28807.754    
   2342000   2152.6594     -1065.5338      29.773078     -1035.7607      1154.4568    
   2343000   1886.2107     -1061.8204      26.08787      -1035.7325      11360.864    
   2344000   2024.652      -1062.3157      28.002629     -1034.3131      14132.205    
   2345000   2270.0141     -1063.2812      31.396192     -1031.885       11964.228    
   2346000   1980.0604     -1059.9369      27.385889     -1032.551       40480.572    
   2347000   1875.585      -1065.3899      25.940907     -1039.449       41545.9      
   2348000   1886.5234     -1060.4005      26.092195     -1034.3083      37857.86     
   2349000   1829.2824     -1064.7693      25.300504     -1039.4688      16584.789    
   2350000   1984.8695     -1063.0046      27.452404     -1035.5522      16475.357    
   2351000   2112.1191     -1063.1041      29.212372     -1033.8917      20518.105    
   2352000   1997.9577     -1061.4437      27.633424     -1033.8103      16814.126    
   2353000   1776.1607     -1063.7868      24.565787     -1039.221       15164.156    
   2354000   1801.3756     -1059.4073      24.91453      -1034.4928      28596.118    
   2355000   1708.0334     -1059.5407      23.623529     -1035.9172      45300.195    
   2356000   1881.5699     -1064.6249      26.023684     -1038.6012      3889.8368    
   2357000   1960.8817     -1060.3184      27.120632     -1033.1977      24984.467    
   2358000   1832.338      -1064.8462      25.342766     -1039.5034      20216.356    
   2359000   1789.0719     -1062.347       24.744359     -1037.6027      29922.526    
   2360000   1959.1653     -1064.3168      27.096893     -1037.2199      21802.822    
   2361000   1711.3871     -1060.2254      23.669914     -1036.5555      16688.368    
   2362000   1947.9701     -1065.9306      26.942054     -1038.9886      20501.209    
   2363000   2090.165      -1066.2794      28.908728     -1037.3706      31787.474    
   2364000   1761.4966     -1062.9804      24.36297      -1038.6174      59884.869    
   2365000   1859.9421     -1062.8211      25.724553     -1037.0965      32815.718    
   2366000   2251.4993     -1063.5833      31.140116     -1032.4432      37007.523    
   2367000   1856.383      -1064.1455      25.675328     -1038.4701      23655.816    
   2368000   2101.6343     -1063.7772      29.067358     -1034.7099      7280.9987    
   2369000   2046.3591     -1063.9765      28.302856     -1035.6737      18012.678    
   2370000   2325.5484     -1064.2883      32.164278     -1032.124       24690.555    
   2371000   1947.4869     -1061.0809      26.93537      -1034.1455      26540.461    
   2372000   1795.2308     -1066.1615      24.829542     -1041.3319     -4394.5217    
   2373000   2052.847      -1062.0324      28.392589     -1033.6398      32266.67     
   2374000   1719.6632     -1064.4563      23.784379     -1040.6719      27729.046    
   2375000   2001.3038     -1068.6783      27.679704     -1040.9986     -2057.4422    
   2376000   1862.7962     -1058.3841      25.764027     -1032.6201      67955.206    
   2377000   2037.8319     -1066.826       28.184917     -1038.641       4667.3145    
   2378000   2151.7722     -1063.521       29.760808     -1033.7602      38591.959    
   2379000   1861.2324     -1064.7714      25.742399     -1039.029       15827.874    
   2380000   1973.4503     -1060.9472      27.294467     -1033.6527      48890.165    
   2381000   2024.6956     -1066.568       28.003232     -1038.5648      26104.354    
   2382000   2165.0234     -1062.1749      29.944082     -1032.2308      9177.0121    
   2383000   2048.1004     -1064.72        28.326939     -1036.3931      42052.375    
   2384000   2010.8129     -1066.1754      27.811223     -1038.3641      5978.0171    
   2385000   2052.076      -1060.562       28.381925     -1032.1801      48896.463    
   2386000   1931.829      -1065.4907      26.718809     -1038.7719      21151.219    
   2387000   1932.5622     -1062.0926      26.72895      -1035.3636      30335.553    
   2388000   1998.2859     -1066.5709      27.637963     -1038.9329      14908.081    
   2389000   2085.573      -1065.2909      28.845217     -1036.4456      36834.755    
   2390000   2102.0672     -1064.4781      29.073345     -1035.4048      26169.073    
   2391000   2081.8441     -1062.1522      28.793643     -1033.3586      25837.798    
   2392000   1903.6228     -1062.9958      26.328694     -1036.6671      35088.102    
   2393000   1815.4428     -1062.6526      25.109091     -1037.5435      29705.001    
   2394000   1985.585      -1062.3657      27.4623       -1034.9034      8095.83      
   2395000   2052.0614     -1060.0523      28.381724     -1031.6705      25258.995    
   2396000   2036.0035     -1062.5966      28.15963      -1034.4369      35511.361    
   2397000   2318.443      -1065.4336      32.066003     -1033.3676      24110.082    
   2398000   1895.0699     -1064.4855      26.2104       -1038.2751      2470.5337    
   2399000   1966.6386     -1062.5664      27.200255     -1035.3662      32766.32     
   2400000   2078.9815     -1065.1424      28.754051     -1036.3883      18258.811    
   2401000   2067.4944     -1062.5902      28.595176     -1033.9951      39494.708    
   2402000   1775.2181     -1061.5721      24.552749     -1037.0194      29127.465    
   2403000   2192.2374     -1060.8417      30.320475     -1030.5212      36102.635    
   2404000   1896.6186     -1064.2446      26.23182      -1038.0128      15344.24     
   2405000   2121.3726     -1062.8281      29.340355     -1033.4877      29441.787    
   2406000   1990.1848     -1061.6657      27.525919     -1034.1398      27372.538    
   2407000   2100.0481     -1064.7708      29.04542      -1035.7253      32052.363    
   2408000   1934.2834     -1061.2717      26.752756     -1034.5189      22647.224    
   2409000   1992.3241     -1060.3876      27.555507     -1032.8321      10742.12     
   2410000   1694.0842     -1063.8374      23.4306       -1040.4068      1621.7492    
   2411000   1862.9092     -1059.9919      25.765591     -1034.2263      19932.718    
   2412000   1788.4733     -1066.5541      24.73608      -1041.818       20087.964    
   2413000   2058.504      -1062.8875      28.470831     -1034.4167      15460.848    
   2414000   2166.9055     -1061.0519      29.970113     -1031.0817      41688.268    
   2415000   1967.0256     -1059.9367      27.205607     -1032.7311      20727.318    
   2416000   1804.2647     -1063.8211      24.954488     -1038.8666      30257.072    
   2417000   2252.2115     -1064.357       31.149967     -1033.207       47999.827    
   2418000   2284.4786     -1064.1737      31.596247     -1032.5774      29339.653    
   2419000   2067.5328     -1063.3246      28.595706     -1034.7289     -8249.0672    
   2420000   1816.6311     -1063.8153      25.125526     -1038.6898      12192.096    
   2421000   2135.2271     -1060.3096      29.531975     -1030.7776      23802.437    
   2422000   2042.0435     -1064.8566      28.243168     -1036.6134      16602.808    
   2423000   1962.2133     -1064.5469      27.139049     -1037.4079      32616.737    
   2424000   2072.5768     -1064.3271      28.665469     -1035.6616      19529.38     
   2425000   1852.2542     -1063.7651      25.618223     -1038.1469      24956.665    
   2426000   2120.6542     -1065.4137      29.33042      -1036.0833      16755.851    
   2427000   2041.6812     -1062.2068      28.238157     -1033.9686      28464.618    
   2428000   2179.9148     -1064.0201      30.150044     -1033.8701      23308.411    
   2429000   2144.3215     -1065.4039      29.657759     -1035.7462      31093.604    
   2430000   2222.6643     -1067.2054      30.741305     -1036.464       18893.765    
   2431000   1978.366      -1056.2558      27.362455     -1028.8934      62072.778    
   2432000   2098.3929     -1061.5989      29.022526     -1032.5763      32791.846    
   2433000   1761.943      -1061.4303      24.369144     -1037.0612      60727.475    
   2434000   1766.9531     -1056.9189      24.438438     -1032.4805      51309.58     
   2435000   2030.0194     -1061.9401      28.076865     -1033.8633      37324.577    
   2436000   2348.1776     -1063.0502      32.477259     -1030.5729      38651.456    
   2437000   1964.0135     -1063.7355      27.163948     -1036.5716      21267.722    
   2438000   2132.9637     -1060.9837      29.50067      -1031.483       63917.59     
   2439000   1828.1067     -1063.6499      25.284242     -1038.3657      44970.563    
   2440000   1941.996      -1061.6826      26.859427     -1034.8232      36947.27     
   2441000   1864.2113     -1063.5377      25.7836       -1037.7541      30134.274    
   2442000   1678.415      -1060.3359      23.213882     -1037.1221      40183.367    
   2443000   2276.3003     -1060.0186      31.483135     -1028.5354      32894.489    
   2444000   2237.8076     -1064.9713      30.950748     -1034.0205      9056.1798    
   2445000   1988.6234     -1064.8579      27.504323     -1037.3536      46952.268    
   2446000   2067.4518     -1061.2346      28.594586     -1032.64        50035.93     
   2447000   2313.5166     -1064.5443      31.997868     -1032.5465      20468.119    
   2448000   1809.3301     -1068.6992      25.024547     -1043.6747     -10553.036    
   2449000   2148.563      -1064.8532      29.716421     -1035.1367      53694.012    
   2450000   1818.3682     -1065.6525      25.149551     -1040.503       9195.5567    
   2451000   2048.6721     -1062.3825      28.334847     -1034.0476      15508.193    
   2452000   1808.9375     -1064.728       25.019117     -1039.7089      20258.747    
   2453000   2021.2254     -1063.7875      27.955236     -1035.8323      16891.115    
   2454000   1855.5424     -1064.8062      25.663701     -1039.1425      19601.423    
   2455000   1754.3871     -1063.3558      24.264639     -1039.0911      34267.344    
   2456000   2046.7181     -1062.3182      28.307821     -1034.0104      39285.9      
   2457000   2037.3627     -1062.9904      28.178428     -1034.8119      28460.812    
   2458000   2002.8976     -1067.7019      27.701747     -1040.0002      23429.178    
   2459000   2000.9872     -1063.797       27.675325     -1036.1217      36352.656    
   2460000   2126.3883     -1060.2111      29.409727     -1030.8014      46234.437    
   2461000   1760.923      -1059.9458      24.355036     -1035.5908      38606.211    
   2462000   1824.0538     -1063.451       25.228188     -1038.2228      28026.149    
   2463000   2069.5292     -1060.3588      28.623318     -1031.7355      51116.954    
   2464000   2125.4587     -1066.4594      29.396869     -1037.0625      22967.321    
   2465000   2055.1134     -1064.1512      28.423936     -1035.7273      32515.268    
   2466000   1982.7811     -1060.6995      27.423519     -1033.276       16143.599    
   2467000   1999.6424     -1063.0028      27.656725     -1035.3461      34843.434    
   2468000   1991.3161     -1061.7924      27.541565     -1034.2508      3793.0424    
   2469000   2118.34       -1064.0517      29.298412     -1034.7533      27067.809    
   2470000   2187.076      -1064.9711      30.249088     -1034.722       25763.552    
   2471000   1908.6384     -1064.4808      26.398063     -1038.0828      12681.835    
   2472000   2084.0981     -1060.6689      28.824818     -1031.8441      40884.34     
   2473000   1828.2038     -1061.1359      25.285586     -1035.8503      31068.104    
   2474000   1800.0259     -1064.2901      24.895862     -1039.3942      43998.852    
   2475000   2083.1872     -1065.7045      28.812219     -1036.8923      8481.318     
   2476000   2104.4973     -1063.6216      29.106956     -1034.5146      23105.831    
   2477000   2357.885      -1061.1745      32.611519     -1028.5629      52948.206    
   2478000   2178.4717     -1064.4032      30.130084     -1034.2732      44790.694    
   2479000   1990.5696     -1065.1114      27.531241     -1037.5802      28170.616    
   2480000   1972.7288     -1065.2876      27.284487     -1038.0031      16908.039    
   2481000   1881.9825     -1063.2375      26.02939      -1037.2082      6933.012     
   2482000   2039.9543     -1062.8095      28.214272     -1034.5952      45560.469    
   2483000   1645.9493     -1062.6102      22.764853     -1039.8454      27578.289    
   2484000   2041.4989     -1059.8753      28.235636     -1031.6396      24928.945    
   2485000   1717.5862     -1063.3597      23.755653     -1039.604       205.09583    
   2486000   2175.8419     -1060.732       30.093711     -1030.6383      53846.516    
   2487000   1902.9533     -1060.2551      26.319434     -1033.9356      49204.462    
   2488000   1878.4607     -1068.0703      25.98068      -1042.0896      6350.4881    
   2489000   1969.9572     -1065.9536      27.246154     -1038.7074      11171.15     
   2490000   2337.3385     -1063.4859      32.327345     -1031.1586      40950.54     
   2491000   1854.3863     -1064.2155      25.647713     -1038.5677     -5088.7557    
   2492000   2191.8487     -1064.7872      30.315098     -1034.4721      39024.598    
   2493000   1954.2208     -1062.9661      27.028507     -1035.9376      27403.066    
   2494000   1885.2315     -1062.1822      26.074327     -1036.1078      21030.025    
   2495000   1763.4912     -1062.962       24.390557     -1038.5714      31208.562    
   2496000   2159.0373     -1061.8187      29.86129      -1031.9574      41755.547    
   2497000   1876.7378     -1062.5417      25.956852     -1036.5849      5411.3732    
   2498000   1881.726      -1065.1391      26.025843     -1039.1133      36400.836    
   2499000   1895.4652     -1065.7873      26.215868     -1039.5714      18632.218    
   2500000   2319.6374     -1066.4896      32.082524     -1034.4071      37622.518    
   2501000   2051.2752     -1065.7642      28.37085      -1037.3934      21413.708    
   2502000   2412.677      -1061.7628      33.369339     -1028.3934      37655.165    
   2503000   2003.2533     -1065.7304      27.706666     -1038.0237      31982.797    
   2504000   2035.3309     -1061.5642      28.150327     -1033.4139      22463.856    
   2505000   2130.0018     -1061.474       29.459704     -1032.0143      37125.273    
   2506000   1832.6214     -1062.4529      25.346685     -1037.1063      33946.982    
   2507000   1884.1417     -1062.7317      26.059254     -1036.6725      19034.387    
   2508000   2053.312      -1061.2834      28.39902      -1032.8843      18563.439    
   2509000   1920.9063     -1068.2638      26.567739     -1041.6961      20243.897    
   2510000   1651.0694     -1058.2173      22.835669     -1035.3816      8955.8521    
   2511000   1430.3519     -1063.1828      19.782961     -1043.3998      8994.8325    
   2512000   2189.4388     -1061.4522      30.281768     -1031.1704      41448.675    
   2513000   2081.9363     -1067.0588      28.794918     -1038.2638      16523.432    
   2514000   2098.9102     -1058.5327      29.029682     -1029.503       43920.716    
   2515000   1960.8907     -1064.9406      27.120757     -1037.8199      17081.876    
   2516000   2072.9584     -1066.0291      28.670747     -1037.3584      25926.561    
   2517000   1993.926      -1066.5187      27.577662     -1038.941       10682.846    
   2518000   2258.9553     -1063.4574      31.243239     -1032.2142      26519.358    
   2519000   2254.164      -1059.6136      31.176971     -1028.4366      38626.794    
   2520000   1984.2564     -1065.0258      27.443924     -1037.5819      7872.2198    
   2521000   2261.3608     -1058.2208      31.276509     -1026.9443      53833.924    
   2522000   2267.1966     -1061.859       31.357223     -1030.5018      45368.627    
   2523000   1815.4493     -1062.6811      25.109181     -1037.572       75.758286    
   2524000   2146.9269     -1064.9916      29.693793     -1035.2978      40759.912    
   2525000   1986.7592     -1063.6098      27.47854      -1036.1313      17921.965    
   2526000   1820.9061     -1062.9865      25.184652     -1037.8018      21843.828    
   2527000   1988.4591     -1065.8109      27.502051     -1038.3088     -8772.5685    
   2528000   2053.4041     -1063.9926      28.400294     -1035.5924      41507.167    
   2529000   1854.0051     -1065.2112      25.642439     -1039.5687      15544.515    
   2530000   2062.4725     -1063.5575      28.525718     -1035.0318      51277.591    
   2531000   1887.5067     -1064.9612      26.105794     -1038.8554      21729.835    
   2532000   2041.2405     -1063.8587      28.232062     -1035.6267      34492.442    
   2533000   2129.4246     -1060.8483      29.451721     -1031.3966      39807.664    
   2534000   2106.0367     -1061.548       29.128247     -1032.4197      11424.729    
   2535000   2093.3863     -1065.469       28.953282     -1036.5157      14509.064    
   2536000   2069.6623     -1066.0595      28.625159     -1037.4343      27350.051    
   2537000   2137.9975     -1064.6351      29.570291     -1035.0649      29135.007    
   2538000   1969.6389     -1062.2014      27.241752     -1034.9596      42139.409    
   2539000   1834.9912     -1063.607       25.379461     -1038.2275      48875.52     
   2540000   1986.2039     -1064.2249      27.470859     -1036.7541      35353.995    
   2541000   2093.7858     -1064.8345      28.958807     -1035.8757      15497.85     
   2542000   1973.0288     -1063.4439      27.288637     -1036.1552      22645.815    
   2543000   1862.4746     -1066.0555      25.75958      -1040.296       25641.865    
   2544000   1917.9196     -1061.7932      26.526431     -1035.2667      12046.199    
   2545000   2205.7601     -1066.4559      30.507505     -1035.9484      40781.017    
   2546000   1981.0682     -1068.4181      27.399828     -1041.0183      13593.944    
   2547000   1970.6886     -1062.3728      27.256269     -1035.1165      36829.718    
   2548000   1523.2001     -1062.3356      21.06713      -1041.2685      2091.8029    
   2549000   2051.4683     -1061.6856      28.373521     -1033.312       15480.801    
   2550000   1817.429      -1067.0087      25.136562     -1041.8721      33112.809    
   2551000   1785.0453     -1062.5343      24.688669     -1037.8457      24707.151    
   2552000   2004.2824     -1062.825       27.7209       -1035.1041      10233.928    
   2553000   1903.3069     -1063.2558      26.324325     -1036.9315      23869.575    
   2554000   1851.5717     -1062.0585      25.608784     -1036.4497      38484.051    
   2555000   2168.5301     -1060.863       29.992584     -1030.8704      58780.775    
   2556000   2047.2601     -1060.5094      28.315317     -1032.1941      30344.786    
   2557000   1806.7712     -1059.6681      24.989155     -1034.6789      23705.093    
   2558000   2320.5356     -1065.8036      32.094947     -1033.7086      21766.183    
   2559000   2013.0877     -1061.2092      27.842685     -1033.3665      31212.64     
   2560000   2040.5305     -1064.9993      28.222242     -1036.7771      31970.423    
   2561000   1968.2268     -1063.1452      27.222221     -1035.9229      28978.925    
   2562000   2076.4961     -1065.5591      28.719676     -1036.8394     -3859.6911    
   2563000   1985.1361     -1061.2338      27.456091     -1033.7777      57613.186    
   2564000   2052.2744     -1059.3509      28.384669     -1030.9662      39174.905    
   2565000   1674.2534     -1063.0964      23.156324     -1039.94        16767.672    
   2566000   1989.9058     -1061.7939      27.52206      -1034.2718      32397.365    
   2567000   1688.3266     -1062.3399      23.350967     -1038.9889      41839.277    
   2568000   2024.1289     -1065.1705      27.995394     -1037.1751      36424.869    
   2569000   2100.4346     -1064.851       29.050765     -1035.8002      23678.997    
   2570000   1657.2883     -1062.4137      22.921682     -1039.492       38120.568    
   2571000   2245.733      -1059.5652      31.060364     -1028.5049      39536.746    
   2572000   2098.3821     -1066.5145      29.022377     -1037.4921      26173.719    
   2573000   2070.9329     -1064.7029      28.642732     -1036.0602      41482.968    
   2574000   2035.0014     -1061.2845      28.14577      -1033.1388      68521.469    
   2575000   1723.413      -1062.2016      23.836242     -1038.3653      6802.2964    
   2576000   1861.5309     -1060.1358      25.746527     -1034.3893      22134.845    
   2577000   2095.2035     -1062.1914      28.978415     -1033.213       11340.742    
   2578000   1761.7638     -1063.3501      24.366665     -1038.9834     -1182.3559    
   2579000   1923.0524     -1060.9585      26.597422     -1034.361       42352.778    
   2580000   1968.4492     -1066.0314      27.225297     -1038.8061      20371.452    
   2581000   2153.6144     -1062.6616      29.786287     -1032.8753      33190.988    
   2582000   1846.7267     -1063.0886      25.541773     -1037.5468      35823.153    
   2583000   1888.3668     -1063.1075      26.117691     -1036.9899      28626.006    
   2584000   2082.7488     -1061.9659      28.806156     -1033.1597      27290.306    
   2585000   1919.3098     -1065.6741      26.545658     -1039.1285      19042.342    
   2586000   1847.8719     -1061.4662      25.557613     -1035.9086      48899.571    
   2587000   1845.6472     -1058.9352      25.526842     -1033.4083      24344.294    
   2588000   1924.3084     -1066.2082      26.614793     -1039.5934      12851.212    
   2589000   1820.2317     -1064.0446      25.175325     -1038.8693      33781.662    
   2590000   2128.3631     -1062.3444      29.437041     -1032.9073      48525.073    
   2591000   2106.392      -1066.1372      29.133162     -1037.0041      7503.1378    
   2592000   1955.1141     -1061.0779      27.040861     -1034.037       24050.932    
   2593000   1949.0714     -1066.4652      26.957286     -1039.5079      22325.641    
   2594000   1859.7463     -1064.5672      25.721845     -1038.8454      39647.853    
   2595000   1998.7918     -1062.2593      27.644961     -1034.6143      51425.064    
   2596000   1766.6962     -1064.4328      24.434884     -1039.9979      30565.752    
   2597000   2243.5403     -1061.5117      31.030036     -1030.4817      53133.29     
   2598000   1763.8803     -1063.6089      24.395938     -1039.2129      33101.163    
   2599000   2160.9917     -1065.6476      29.888321     -1035.7593      22006.427    
   2600000   1924.5901     -1063.4965      26.618689     -1036.8778      26282.122    
   2601000   2186.2665     -1063.2884      30.237892     -1033.0505      65357.944    
   2602000   1960.0687     -1064.7018      27.109388     -1037.5924      14720.915    
   2603000   1777.4041     -1066.6869      24.582983     -1042.1039      8393.9353    
   2604000   2127.2465     -1065.5534      29.421596     -1036.1318      27778.056    
   2605000   2140.2368     -1062.4259      29.601263     -1032.8246      11123.002    
   2606000   1833.1872     -1066.2305      25.35451      -1040.876       10898.626    
   2607000   2009.9546     -1066.0825      27.799351     -1038.2831      10329.828    
   2608000   2020.9266     -1063.0512      27.951103     -1035.1001      27119.238    
   2609000   2068.6225     -1067.8578      28.610777     -1039.247       3454.047     
   2610000   1809.715      -1058.4821      25.029871     -1033.4522      30669.143    
   2611000   1861.0389     -1060.0593      25.739723     -1034.3196      37021.545    
   2612000   1812.754      -1064.8608      25.071903     -1039.7889      14847.51     
   2613000   2196.167      -1065.2958      30.374824     -1034.921       43169.664    
   2614000   1921.015      -1066.2009      26.569242     -1039.6316      18844.986    
   2615000   2109.9117     -1066.9295      29.181842     -1037.7477      6009.4642    
   2616000   1970.6126     -1062.1002      27.255219     -1034.845       8428.1898    
   2617000   1900.1266     -1065.6663      26.280339     -1039.386       16748.248    
   2618000   2074.5047     -1064.5386      28.692133     -1035.8465      33004        
   2619000   1895.9119     -1062.0553      26.222045     -1035.8333      46894.298    
   2620000   1913.1616     -1063.7834      26.460624     -1037.3227      28801.387    
   2621000   1952.2244     -1060.8452      27.000894     -1033.8443      43686.371    
   2622000   1982.4587     -1065.6206      27.41906      -1038.2016      13687.603    
   2623000   2080.987      -1064.632       28.781788     -1035.8502      6310.5086    
   2624000   2048.706      -1058.7338      28.335316     -1030.3985      27020.364    
   2625000   1887.997      -1062.9472      26.112576     -1036.8347      28677.26     
   2626000   2157.3165     -1061.5628      29.837489     -1031.7253      25243.229    
   2627000   1651.9477     -1062.1467      22.847817     -1039.2989      28671.119    
   2628000   1971.0653     -1061.134       27.26148      -1033.8725      60511.334    
   2629000   2014.2396     -1062.7119      27.858617     -1034.8532      45289.636    
   2630000   2030.6121     -1065.2639      28.085062     -1037.1788      19400.726    
   2631000   2093.7683     -1061.0634      28.958566     -1032.1048      35382.949    
   2632000   1924.7902     -1063.4513      26.621457     -1036.8298      31669.923    
   2633000   2039.3514     -1064.4646      28.205933     -1036.2587      23307.758    
   2634000   1899.8661     -1064.4295      26.276735     -1038.1528      20111.6      
   2635000   2166.7555     -1062.7612      29.968039     -1032.7932      22958.324    
   2636000   1892.5807     -1063.1431      26.175972     -1036.9671      10572.203    
   2637000   1845.617      -1059.8122      25.526425     -1034.2857      45285.84     
   2638000   1943.7729     -1064.5083      26.884003     -1037.6243     -3833.7949    
   2639000   1989.8979     -1058.9095      27.521951     -1031.3875      30853.424    
   2640000   1810.2951     -1062.5616      25.037894     -1037.5237      39700.293    
   2641000   1886.1418     -1059.933       26.086917     -1033.8461      47792.139    
