2025-10-14 16:40:52.959 INFO: ===========VERIFYING SETTINGS===========
2025-10-14 16:40:52.962 INFO: Stage Two is activated as start_stage_two was defined
2025-10-14 16:40:52.963 INFO: MACE version: 0.3.14
2025-10-14 16:40:52.965 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-14 16:40:52.970 INFO: Using foundation model mace-mp-0 small as initial checkpoint.
2025-10-14 16:40:53.143 INFO: CUDA version: 12.6, CUDA device: 0
2025-10-14 16:40:53.149 INFO: ===========LOADING INPUT DATA===========
2025-10-14 16:40:53.150 INFO: Using heads: ['Default']
2025-10-14 16:40:53.152 INFO: Using the key specifications to parse data:
2025-10-14 16:40:53.153 INFO: Default: KeySpecification(info_keys={'energy': 'REF_energy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'REF_forces', 'charges': 'REF_charges'})
2025-10-14 16:40:53.154 INFO: =============    Processing head Default     ===========
2025-10-14 16:40:53.467 INFO: Training set 1/1 [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-14 16:40:53.472 INFO: Total Training set [energy: 361, stress: 361, virials: 0, dipole components: 0, head: 361, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 361, charges: 0]
2025-10-14 16:40:53.576 INFO: Validation set 1/1 [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-14 16:40:53.579 INFO: Total Validation set [energy: 90, stress: 90, virials: 0, dipole components: 0, head: 90, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 90, charges: 0]
2025-10-14 16:40:53.888 INFO: Test set 1/1 [energy: 389, stress: 389, virials: 0, dipole components: 0, head: 389, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 389, charges: 0]
2025-10-14 16:40:53.893 INFO: Total Test set [energy: 389, stress: 389, virials: 0, dipole components: 0, head: 389, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 389, charges: 0]
2025-10-14 16:40:53.895 INFO: Total number of configurations: train=361, valid=90, tests=[Default_Default: 389],
2025-10-14 16:40:53.904 INFO: Atomic Numbers used: [8, 72]
2025-10-14 16:40:53.905 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2025-10-14 16:40:53.907 INFO: Atomic Energies used (z: eV) for head Default: {8: -444.4382601985303, 72: -1528.3129784907499}
2025-10-14 16:40:53.909 INFO: Processing datasets for head 'Default'
2025-10-14 16:40:56.539 INFO: Combining 1 list datasets for head 'Default'
2025-10-14 16:40:57.235 INFO: Combining 1 list datasets for head 'Default_valid'
2025-10-14 16:40:57.236 INFO: Combined validation datasets for Default
2025-10-14 16:40:57.238 INFO: Head 'Default' training dataset size: 361
2025-10-14 16:40:57.239 INFO: Computing average number of neighbors
2025-10-14 16:40:57.467 INFO: Average number of neighbors: 59.54062481261618
2025-10-14 16:40:57.469 INFO: During training the following quantities will be reported: energy, forces
2025-10-14 16:40:57.470 INFO: ===========MODEL DETAILS===========
2025-10-14 16:40:57.658 INFO: Loading FOUNDATION model
2025-10-14 16:40:57.660 INFO: Using filtered elements: [8, 72]
2025-10-14 16:40:57.662 INFO: Model configuration extracted from foundation model
2025-10-14 16:40:57.663 INFO: Using weighted loss function for fine-tuning
2025-10-14 16:40:57.665 INFO: Message passing with hidden irreps 128x0e)
2025-10-14 16:40:57.666 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2025-10-14 16:40:57.667 INFO: Radial cutoff: 6.0 A (total receptive field for each atom: 12.0 A)
2025-10-14 16:40:57.668 INFO: Distance transform for radial basis functions: None
2025-10-14 16:40:58.923 INFO: Total number of parameters: 362138
2025-10-14 16:40:58.925 INFO: 
2025-10-14 16:40:58.927 INFO: ===========OPTIMIZER INFORMATION===========
2025-10-14 16:40:58.928 INFO: Using ADAM as parameter optimizer
2025-10-14 16:40:58.929 INFO: Batch size: 14
2025-10-14 16:40:58.931 INFO: Using Exponential Moving Average with decay: 0.99
2025-10-14 16:40:58.932 INFO: Number of gradient updates: 7735
2025-10-14 16:40:58.933 INFO: Learning rate: 0.01, weight decay: 5e-07
2025-10-14 16:40:58.934 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2025-10-14 16:40:58.936 INFO: Converting model to CUEQ for accelerated training
2025-10-14 16:40:59.045 INFO: Creating new model with cuequivariance settings
2025-10-14 16:40:59.447 INFO: Stage Two (after 180 epochs) with loss function: WeightedEnergyForcesLoss(energy_weight=1000.000, forces_weight=100.000), with energy weight : 1000.0, forces weight : 100.0 and learning rate : 0.001
2025-10-14 16:40:59.517 INFO: Using Weights and Biases for logging
2025-10-14 16:41:01.289 INFO: Using gradient clipping with tolerance=10.000
2025-10-14 16:41:01.291 INFO: 
2025-10-14 16:41:01.292 INFO: ===========TRAINING===========
2025-10-14 16:41:01.293 INFO: Started training, reporting errors on validation set
2025-10-14 16:41:01.295 INFO: Loss metrics on validation set
2025-10-14 16:41:01.754 INFO: Initial: head: Default, loss=7.52737403, RMSE_E_per_atom= 7885.95 meV, RMSE_F=  361.32 meV / A
2025-10-14 16:42:51.707 INFO: Epoch 35: head: Default, loss=0.31492966, RMSE_E_per_atom=   89.38 meV, RMSE_F=  176.06 meV / A
2025-10-14 16:42:54.772 INFO: Epoch 36: head: Default, loss=0.31002698, RMSE_E_per_atom=   84.93 meV, RMSE_F=  174.71 meV / A
2025-10-14 16:42:57.852 INFO: Epoch 37: head: Default, loss=0.30514682, RMSE_E_per_atom=   81.98 meV, RMSE_F=  173.34 meV / A
2025-10-14 16:43:00.957 INFO: Epoch 38: head: Default, loss=0.30211282, RMSE_E_per_atom=   80.12 meV, RMSE_F=  172.49 meV / A
2025-10-14 16:43:04.019 INFO: Epoch 39: head: Default, loss=0.29802752, RMSE_E_per_atom=   74.75 meV, RMSE_F=  171.36 meV / A
2025-10-14 16:43:07.116 INFO: Epoch 40: head: Default, loss=0.29104685, RMSE_E_per_atom=   70.88 meV, RMSE_F=  169.35 meV / A
2025-10-14 16:43:10.040 INFO: Epoch 41: head: Default, loss=0.28743190, RMSE_E_per_atom=   69.35 meV, RMSE_F=  168.33 meV / A
2025-10-14 16:43:13.120 INFO: Epoch 42: head: Default, loss=0.28210530, RMSE_E_per_atom=   68.94 meV, RMSE_F=  166.75 meV / A
2025-10-14 16:43:16.192 INFO: Epoch 43: head: Default, loss=0.27829090, RMSE_E_per_atom=   65.70 meV, RMSE_F=  165.63 meV / A
2025-10-14 16:43:19.255 INFO: Epoch 44: head: Default, loss=0.27678435, RMSE_E_per_atom=   65.51 meV, RMSE_F=  165.18 meV / A
2025-10-14 16:43:22.261 INFO: Epoch 45: head: Default, loss=0.27406703, RMSE_E_per_atom=   64.84 meV, RMSE_F=  164.37 meV / A
2025-10-14 16:43:25.308 INFO: Epoch 46: head: Default, loss=0.27261999, RMSE_E_per_atom=   67.70 meV, RMSE_F=  163.93 meV / A
2025-10-14 16:43:28.394 INFO: Epoch 47: head: Default, loss=0.27091523, RMSE_E_per_atom=   63.86 meV, RMSE_F=  163.42 meV / A
2025-10-14 16:43:31.501 INFO: Epoch 48: head: Default, loss=0.26830492, RMSE_E_per_atom=   63.59 meV, RMSE_F=  162.62 meV / A
2025-10-14 16:43:34.542 INFO: Epoch 49: head: Default, loss=0.26595877, RMSE_E_per_atom=   60.79 meV, RMSE_F=  161.91 meV / A
2025-10-14 16:43:37.632 INFO: Epoch 50: head: Default, loss=0.26355640, RMSE_E_per_atom=   60.34 meV, RMSE_F=  161.18 meV / A
2025-10-14 16:43:40.527 INFO: Epoch 51: head: Default, loss=0.26384577, RMSE_E_per_atom=   59.89 meV, RMSE_F=  161.27 meV / A
2025-10-14 16:43:43.499 INFO: Epoch 52: head: Default, loss=0.26051721, RMSE_E_per_atom=   57.59 meV, RMSE_F=  160.26 meV / A
2025-10-14 16:43:46.539 INFO: Epoch 53: head: Default, loss=0.25761306, RMSE_E_per_atom=   56.19 meV, RMSE_F=  159.36 meV / A
2025-10-14 16:43:49.556 INFO: Epoch 54: head: Default, loss=0.25552055, RMSE_E_per_atom=   56.60 meV, RMSE_F=  158.74 meV / A
2025-10-14 16:43:52.649 INFO: Epoch 55: head: Default, loss=0.25332266, RMSE_E_per_atom=   52.64 meV, RMSE_F=  158.12 meV / A
2025-10-14 16:43:55.758 INFO: Epoch 56: head: Default, loss=0.25132551, RMSE_E_per_atom=   54.69 meV, RMSE_F=  157.47 meV / A
2025-10-14 16:43:58.828 INFO: Epoch 57: head: Default, loss=0.25219558, RMSE_E_per_atom=   57.54 meV, RMSE_F=  157.71 meV / A
2025-10-14 16:44:01.806 INFO: Epoch 58: head: Default, loss=0.25014407, RMSE_E_per_atom=   55.66 meV, RMSE_F=  157.06 meV / A
2025-10-14 16:44:04.891 INFO: Epoch 59: head: Default, loss=0.24856994, RMSE_E_per_atom=   55.44 meV, RMSE_F=  156.55 meV / A
2025-10-14 16:44:07.932 INFO: Epoch 60: head: Default, loss=0.24737511, RMSE_E_per_atom=   59.89 meV, RMSE_F=  156.14 meV / A
2025-10-14 16:44:10.829 INFO: Epoch 61: head: Default, loss=0.24744660, RMSE_E_per_atom=   58.86 meV, RMSE_F=  156.20 meV / A
2025-10-14 16:44:13.799 INFO: Epoch 62: head: Default, loss=0.24637406, RMSE_E_per_atom=   58.98 meV, RMSE_F=  155.85 meV / A
2025-10-14 16:44:16.893 INFO: Epoch 63: head: Default, loss=0.24595460, RMSE_E_per_atom=   58.80 meV, RMSE_F=  155.71 meV / A
2025-10-14 16:44:19.951 INFO: Epoch 64: head: Default, loss=0.24772398, RMSE_E_per_atom=   58.99 meV, RMSE_F=  156.26 meV / A
2025-10-14 16:44:22.918 INFO: Epoch 65: head: Default, loss=0.24566149, RMSE_E_per_atom=   56.30 meV, RMSE_F=  155.62 meV / A
2025-10-14 16:44:26.002 INFO: Epoch 66: head: Default, loss=0.24332870, RMSE_E_per_atom=   55.01 meV, RMSE_F=  154.90 meV / A
2025-10-14 16:44:29.085 INFO: Epoch 67: head: Default, loss=0.24195387, RMSE_E_per_atom=   51.70 meV, RMSE_F=  154.48 meV / A
2025-10-14 16:44:32.182 INFO: Epoch 68: head: Default, loss=0.24135253, RMSE_E_per_atom=   55.75 meV, RMSE_F=  154.27 meV / A
2025-10-14 16:44:35.302 INFO: Epoch 69: head: Default, loss=0.24197410, RMSE_E_per_atom=   60.41 meV, RMSE_F=  154.43 meV / A
2025-10-14 16:44:38.326 INFO: Epoch 70: head: Default, loss=0.24196183, RMSE_E_per_atom=   59.06 meV, RMSE_F=  154.44 meV / A
2025-10-14 16:44:41.197 INFO: Epoch 71: head: Default, loss=0.25138171, RMSE_E_per_atom=   56.18 meV, RMSE_F=  157.45 meV / A
2025-10-14 16:44:44.249 INFO: Epoch 72: head: Default, loss=0.24816263, RMSE_E_per_atom=   57.36 meV, RMSE_F=  156.41 meV / A
2025-10-14 16:44:47.280 INFO: Epoch 73: head: Default, loss=0.24633985, RMSE_E_per_atom=   55.04 meV, RMSE_F=  155.82 meV / A
2025-10-14 16:44:50.317 INFO: Epoch 74: head: Default, loss=0.24294899, RMSE_E_per_atom=   51.15 meV, RMSE_F=  154.78 meV / A
2025-10-14 16:44:53.343 INFO: Epoch 75: head: Default, loss=0.24267066, RMSE_E_per_atom=   56.94 meV, RMSE_F=  154.65 meV / A
2025-10-14 16:44:56.384 INFO: Epoch 76: head: Default, loss=0.24048997, RMSE_E_per_atom=   55.60 meV, RMSE_F=  153.97 meV / A
2025-10-14 16:44:59.452 INFO: Epoch 77: head: Default, loss=0.23799523, RMSE_E_per_atom=   56.41 meV, RMSE_F=  153.16 meV / A
2025-10-14 16:45:02.485 INFO: Epoch 78: head: Default, loss=0.23506908, RMSE_E_per_atom=   54.85 meV, RMSE_F=  152.23 meV / A
2025-10-14 16:45:05.544 INFO: Epoch 79: head: Default, loss=0.23425016, RMSE_E_per_atom=   57.25 meV, RMSE_F=  151.94 meV / A
2025-10-14 16:45:08.641 INFO: Epoch 80: head: Default, loss=0.23224362, RMSE_E_per_atom=   56.26 meV, RMSE_F=  151.30 meV / A
2025-10-14 16:45:11.561 INFO: Epoch 81: head: Default, loss=0.23796761, RMSE_E_per_atom=   67.65 meV, RMSE_F=  153.18 meV / A
2025-10-14 16:45:14.586 INFO: Epoch 82: head: Default, loss=0.23390650, RMSE_E_per_atom=   65.35 meV, RMSE_F=  151.87 meV / A
2025-10-14 16:45:17.599 INFO: Epoch 83: head: Default, loss=0.22972348, RMSE_E_per_atom=   60.06 meV, RMSE_F=  150.52 meV / A
2025-10-14 16:45:20.687 INFO: Epoch 84: head: Default, loss=0.22677910, RMSE_E_per_atom=   59.66 meV, RMSE_F=  149.52 meV / A
2025-10-14 16:45:23.766 INFO: Epoch 85: head: Default, loss=0.22511197, RMSE_E_per_atom=   54.09 meV, RMSE_F=  149.01 meV / A
2025-10-14 16:45:26.797 INFO: Epoch 86: head: Default, loss=0.22532855, RMSE_E_per_atom=   52.30 meV, RMSE_F=  149.06 meV / A
2025-10-14 16:45:29.807 INFO: Epoch 87: head: Default, loss=0.22447174, RMSE_E_per_atom=   53.25 meV, RMSE_F=  148.78 meV / A
2025-10-14 16:45:32.950 INFO: Epoch 88: head: Default, loss=0.22444222, RMSE_E_per_atom=   53.79 meV, RMSE_F=  148.76 meV / A
2025-10-14 16:45:36.036 INFO: Epoch 89: head: Default, loss=0.22309476, RMSE_E_per_atom=   51.40 meV, RMSE_F=  148.32 meV / A
2025-10-14 16:45:39.081 INFO: Epoch 90: head: Default, loss=0.22179063, RMSE_E_per_atom=   49.62 meV, RMSE_F=  147.90 meV / A
2025-10-14 16:45:41.977 INFO: Epoch 91: head: Default, loss=0.22224789, RMSE_E_per_atom=   49.29 meV, RMSE_F=  148.04 meV / A
2025-10-14 16:45:45.019 INFO: Epoch 92: head: Default, loss=0.22034256, RMSE_E_per_atom=   48.13 meV, RMSE_F=  147.42 meV / A
2025-10-14 16:45:48.096 INFO: Epoch 93: head: Default, loss=0.21832120, RMSE_E_per_atom=   49.02 meV, RMSE_F=  146.75 meV / A
2025-10-14 16:45:51.144 INFO: Epoch 94: head: Default, loss=0.21821441, RMSE_E_per_atom=   48.58 meV, RMSE_F=  146.73 meV / A
2025-10-14 16:45:54.171 INFO: Epoch 95: head: Default, loss=0.21736117, RMSE_E_per_atom=   45.41 meV, RMSE_F=  146.45 meV / A
2025-10-14 16:45:57.236 INFO: Epoch 96: head: Default, loss=0.21679039, RMSE_E_per_atom=   44.19 meV, RMSE_F=  146.26 meV / A
2025-10-14 16:46:00.297 INFO: Epoch 97: head: Default, loss=0.21576854, RMSE_E_per_atom=   43.47 meV, RMSE_F=  145.93 meV / A
2025-10-14 16:46:03.347 INFO: Epoch 98: head: Default, loss=0.21332614, RMSE_E_per_atom=   43.31 meV, RMSE_F=  145.09 meV / A
2025-10-14 16:46:06.388 INFO: Epoch 99: head: Default, loss=0.21273498, RMSE_E_per_atom=   43.80 meV, RMSE_F=  144.90 meV / A
2025-10-14 16:46:09.437 INFO: Epoch 100: head: Default, loss=0.21090808, RMSE_E_per_atom=   42.27 meV, RMSE_F=  144.30 meV / A
2025-10-14 16:46:12.346 INFO: Epoch 101: head: Default, loss=0.21175666, RMSE_E_per_atom=   38.36 meV, RMSE_F=  144.63 meV / A
2025-10-14 16:46:15.333 INFO: Epoch 102: head: Default, loss=0.21035497, RMSE_E_per_atom=   40.51 meV, RMSE_F=  144.15 meV / A
2025-10-14 16:46:18.427 INFO: Epoch 103: head: Default, loss=0.20822249, RMSE_E_per_atom=   38.93 meV, RMSE_F=  143.42 meV / A
2025-10-14 16:46:21.482 INFO: Epoch 104: head: Default, loss=0.20673967, RMSE_E_per_atom=   41.73 meV, RMSE_F=  142.90 meV / A
2025-10-14 16:46:24.604 INFO: Epoch 105: head: Default, loss=0.20507537, RMSE_E_per_atom=   42.02 meV, RMSE_F=  142.31 meV / A
2025-10-14 16:46:27.682 INFO: Epoch 106: head: Default, loss=0.20457765, RMSE_E_per_atom=   46.02 meV, RMSE_F=  142.12 meV / A
2025-10-14 16:46:30.757 INFO: Epoch 107: head: Default, loss=0.20399559, RMSE_E_per_atom=   45.95 meV, RMSE_F=  141.92 meV / A
2025-10-14 16:46:33.832 INFO: Epoch 108: head: Default, loss=0.20425717, RMSE_E_per_atom=   43.50 meV, RMSE_F=  142.02 meV / A
2025-10-14 16:46:36.889 INFO: Epoch 109: head: Default, loss=0.20413624, RMSE_E_per_atom=   46.39 meV, RMSE_F=  141.97 meV / A
